exam_type,category,scenario,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
第52回 学科,5-1 契約,,職務発明に関して、最も適切と考えられるものはどれか。,従業者は特許を受ける権利を発生時から有しないことがある。,企業の取締役は「従業者等」に含まれない。,従業者が権利を譲渡した場合、契約の定めに限り相当の利益を得る。,会社が実施する場合、従業者の許諾が必要。,ウ,特許法第35条。相当の利益を受ける権利は契約等で定めることができ、譲渡時に契約の定めがある場合に限り従業者が相当の利益を得る。
第52回 学科,4-3 コンテンツ保護,,公衆送信権等に関して、最も不適切と考えられるものはどれか。,プログラムの同一構内送信は公衆送信に該当する。,公衆送信には自動公衆送信は含まれない。,レコード製作者の送信可能化権は商業用のみ。,複製権を有する者は出版権を設定できる。,イ,著作権法第23条1項。公衆送信には自動公衆送信が含まれる。イの「含まれない」は誤りで不適切。
第52回 学科,4-4 デザイン保護,,意匠登録を受けることができる意匠として、最も適切と考えられるものはどれか。,出願前に外国で頒布された刊行物に記載された意匠。,出願後に国内で公知になった形状に基づく容易創作意匠。,出願前に電気通信回線を通じて公衆利用可能となった意匠。,外国で公知の形状と模様の結合に基づく容易創作意匠。,ウ,意匠法第3条2項3号。電気通信回線を通じて公衆に利用可能となった意匠は、頒布に該当しないため登録を受けられる場合がある。
第52回 学科,3-1 調査,,J-PlatPatを用いた特許調査に関して、最も適切と考えられるものはどれか。,検索漏れよりも検索ノイズを減らすことが適切である。,目的や用途から検索する場合、FIを用いるのが適切である。,FタームやFIを用いる場合、分類記号の付与ルールを正確に理解しておく必要がある。,Fタームは国際的に統一された分類である。,ウ,Fターム・FIは日本独自の分類であり、付与ルールを正確に理解しないと検索漏れ・ノイズが生じる。Fタームは国際統一ではない。
第52回 学科,5-2 エンフォースメント,,特許権の侵害に関して、最も適切と考えられるものはどれか。,特許権者から購入した製品を転売する行為は侵害となる。,解決策開発のために特許製品を業として使用することは侵害となる。,家庭内での個人的使用は侵害となる。,他人の特許を利用した自己の特許を業として実施する場合は侵害となる。,ア,特許法69条により試験研究目的の使用・家庭内個人的使用は侵害とならない。他選択肢は誤り。転売は原則権利消尽だが、再販売禁止条件違反等一定の転売は侵害と評価される場合がある（正答はア）。
第52回 学科,4-1 ブランド保護,,商標登録が認められる可能性がある商標として、最も適切と考えられるものはどれか。,他人の著名な筆名を含み、承諾を得ている商標。,ある一地方で広く認識されている商標。,ありふれた氏を普通に用いられる方法で表示する標章のみからなり、承諾を得ている商標。,商品の略称を普通に用いられる方法で表示する標章のみからなる商標。,ア,商標法4条1項8号。他人の著名な筆名等は承諾を得れば登録可能。地方的に知られた名称のみ（同項16号）や商品略称のみは登録不可。
第52回 学科,4-3 コンテンツ保護,,著作権法上の引用に関して、最も不適切と考えられるものはどれか。,公正な慣行に合致し、文化の発展に寄与する目的でなければならない。,公表された著作物でなければならない。,引用する著作物の著作権者に補償金を支払う必要はない。,出所を明示しなければならない。,ア,著作権法32条。引用は「公正な慣行に合致し、かつ報道・批評等の正当な目的に供する」ことが必要。目的が文化発展でなければならないとするのは不適切。
第52回 学科,4-2 技術保護,,特許出願等に関して、最も適切と考えられるものはどれか。,出願公開の請求は特許出願人・利害関係人に限られる。,氏名未記載で補完した場合、願書提出日が出願日となる。,特許請求の範囲は詳細な説明に記載したものである必要はない。,公衆衛生を害するおそれがある発明は特許を受けられない。,エ,特許法32条。公衆の保健を害するおそれがある発明は特許を受けられない。出願公開請求は誰でも可能で、補完時の出願日は補完日となる。
第52回 学科,2-1 法務,,種苗法に基づく品種登録制度に関して、最も適切と考えられるものはどれか。,育成者権は特許権同様に延長制度がある。,登録品種と特性により明確に区別されない品種を業として利用する権利を専有する。,存続期間は出願日から20年である。,権利者の意思により譲渡された種苗の利用に及ぶ場合はない。,イ,種苗法19条・20条。登録品種と特性により明確に区別されない品種（DUS未充足）を業として利用する権利を育成者権として専有する。
第52回 学科,5-2 エンフォースメント,,特許権侵害の損害賠償請求に関して、最も適切と考えられるものはどれか。,訴訟提起前に警告書の送付が必須である。,侵害者が受けた利益の額は損害額と推定される。,損害額算定において、侵害者との交渉で決まるであろう額は考慮できない。,譲渡数量が権利者の能力を超える部分は一切考慮できない。,ウ,特許法105条の2。損害額の算定では、侵害者が得た利益の額、実施料相当額、能力を超える数量も考慮し得る。警告書は必須ではない。
第52回 学科,4-2 技術保護,,特許出願に係る手続補正に関して、最も適切と考えられるものはどれか。,拒絶査定不服審判請求後60日以内に限り補正できる。,最後の拒絶理由通知後、最初の拒絶理由と同様の目的の補正ができる。,拒絶理由通知前は補正できる場合はない。,最初の拒絶理由通知後、補正により請求項数を増やせる場合がある。,エ,特許法17条の2、53条。最初の拒絶理由通知後、補正により請求項を追加・細分して項数を増やすことは、要旨変更でなければ認められる場合がある。
第52回 学科,4-4 デザイン保護,,意匠登録を受けることができる可能性がある意匠として、最も適切と考えられるものはどれか。,建築物の用途にとって不可欠な形状のみからなる意匠。,自己の関連意匠にのみ類似する意匠。,先願に係る他人の登録意匠に類似する意匠。,他人の業務に係る物品と混同を生ずるおそれがある意匠。,イ,意匠法3条2項。自己の関連意匠にのみ類似する意匠は、本意匠の出願前の意匠と重複しなければ登録可能。建築物の不可欠形状等は登録不可。
第52回 学科,4-2 技術保護,,国際出願等に関して、最も適切と考えられるものはどれか。,PCT出願はWIPO国際事務局にしなければならない。,PCT出願においてパリ条約上の優先権を主張できる。,PCT出願の国内移行は国際出願日から30ヶ月までの間に行えばよい。,外国出願は先に日本で出願した後にパリ条約優先権を主張する必要がある。,イ,PCT条約。パリ条約の優先権はPCT出願でも主張可能。国内移行は30ヶ月以内。提出先は特許庁等でも可。
第52回 学科,5-2 エンフォースメント,,関税法における水際取締りに関して、最も適切と考えられるものはどれか。,自己の商品等表示として他人の著名な表示を使用した商品は対象外。,税関長は裁判所の判決によらず没収・廃棄できる。,著作隣接権侵害物品は対象外。,特許権者は認定手続において特許庁長官の意見を聴くことを求められる。,イ,関税法21条の12。輸入差止の認定を受けた物品は、税関長が裁判所の判決に基づき没収・廃棄等の処分を行う。著作隣接権侵害物も対象。
第52回 学科,4-4 デザイン保護,,意匠登録出願に関して、最も不適切と考えられるものはどれか。,組物全体として統一があるときは一意匠として登録できる。,画像が機能によって変化する場合、変化前後の画像について登録できる。,関連意匠は本意匠の出願日から5年を経過する日前まで登録できる。,内装全体として統一的な美感を起こさせるときは一意匠として登録できる。,ウ,意匠法10条。関連意匠は本意匠の出願日から10年以内（旧法は5年）に出願する必要がある。画像意匠は変化前後の画像を一意匠で登録可能。
第52回 学科,4-2 技術保護,,特許出願に関して、最も適切と考えられるものはどれか。,出願変更ができるのは進歩性欠如の拒絶理由を受けた場合に限られる。,進歩性欠如の最後の拒絶理由通知に対し拒絶査定不服審判を請求できる。,出願審査請求なしに実体審査が開始される場合はない。,最初の拒絶理由通知後の通知が最初の拒絶理由通知となることはない。,ウ,特許法17条の2、50条。進歩性欠如の最後の拒絶理由通知後も、同様の目的の補正は原則不可。出願審査請求がなくても方式審査等は行われる。
第52回 学科,5-1 契約,,商標登録出願又は商標権に関して、最も不適切と考えられるものはどれか。,指定商品を減縮する補正をすることができる。,指定商品ごとに分割して商標権を移転できる。,商標の書体を変更する補正をすることができる。,指定商品ごとに別の者に通常使用権を許諾できる。,ウ,商標法16条、24条。書体変更は要旨変更となるため補正不可。指定商品の減縮、分割移転、通常実施権の許諾は可能。
第52回 学科,2-1 法務,,瑕疵ある意思表示の法的効果に関して、最も不適切と考えられるものはどれか。,心裡留保は相手方が悪意等の場合無効である。,強迫による意思表示は取り消すことができる。,錯誤に基づく取消しは善意無過失の第三者に主張できる。,錯誤が表意者の重過失による場合でも相手方が悪意等のときは取り消せる。,ウ,民法96条、110条。錯誤に基づく取消しは善意無過失の第三者に対抗できない（96条3項）。重過失があっても相手方が悪意等なら取消し得る。
第52回 学科,4-3 コンテンツ保護,,著作者人格権に関して、最も適切と考えられるものはどれか。,職務著作に係る法人名義の著作物の著作者人格権はその法人が有する。,建築物の増改築は同一性保持権の侵害となる。,原作品を譲渡した場合、展示による公開に同意したとみなされる。,二次的著作物の提供に際し、原著作者は実名表示を拒否できない。,ア,著作権法15条2項。職務著作で法人等が著作者となる場合、著作者人格権はその法人等が有する。建築物の増改築は改変に該当し得る。
第52回 学科,3-1 調査,,警告書を受け取った場合の対応に関して、最も不適切と考えられるものはどれか。,無効審判等のため海外の先行技術文献を調査する。,警告書送付者が現在の権利者か確認する。,先使用権の成立要件を確認する。,自社技術が特許発明の技術的範囲に属するか検討する。,イ,警告受領時の対応として、無効審判のための海外文献調査は適切。警告書送付者が権利者かどうかの確認は必須であり、不適切なのはイ。
第52回 学科,4-2 技術保護,,発明の新規性に関して、最も不適切と考えられるものはどれか。,意に反して公知となった場合、公知日から1年以内に出願する必要がある。,公表と同日に出願した場合、新規性を喪失した発明に該当する。,指定されていない博覧会での発表は例外規定の適用を受けられない。,証明書を提出しなくても例外規定の適用を受けられる場合がある。,ウ,特許法29条2項、30条。指定博覧会でない発表は新規性喪失の例外（30条1号）の対象外。意に反して公知の場合は6月（現行1年）以内等の要件あり。
第52回 学科,4-2 技術保護,,知的財産戦略に関して、最も不適切と考えられるものはどれか。,販売していない地域に限定してライセンス許諾を検討すべきである。,独創的なデザインは商標法による保護も検討すべきである。,技術的に高度でない発明は一律に営業秘密として管理すべきである。,IPランドスケープは資金調達のための技術可視化にも利用できる。,ウ,技術的に高度でない発明でも特許出願・営業秘密の使い分けは個別判断。一律に営業秘密とすべきとするのは不適切。IPランドスケープは資金調達にも有用。
第52回 学科,4-3 コンテンツ保護,,著作権等に関して、最も適切と考えられるものはどれか。,学術的な性質を有する図面は著作物として保護されない。,周知の著作者名が表示されている者は著作者と推定される。,最初に国外発行された日本国民の著作物は30日以内に国内発行されなければ保護されない。,法人が著作者となるには従業者に対価を支払わなければならない。,イ,著作権法第14条。周知の変名・著作者名が著作物に表示されている者は、反証がない限り著作者と推定される。学術的図面も創作性があれば著作物。
第52回 学科,2-1 法務,,独占禁止法に関して、最も不適切と考えられるものはどれか。,過大な景品による客の誘引は違反する場合がある。,販売価格を制限することは違反する場合がある。,違反事実の報告は利害関係人に限られる。,被害を受けた者は差止請求や損害賠償請求ができる場合がある。,ウ,独占禁止法45条。違反事実の報告は一般人も可能（公正取引委員会への申告）。利害関係人に限るのは誤り。
第52回 学科,4-2 技術保護,,特許法の手続等に関して、最も不適切と考えられるものはどれか。,特許権の存続期間は設定登録日から20年である。,明細書等の記載不備の補完は所定期間内に限りできる。,拒絶査定謄本送達から3ヶ月以内に不服審判を請求できる。,単一性を満たす一群の発明は一の願書で出願できる。,ア,特許法67条。存続期間は特許登録の日から20年（出願日からではない）。医薬品等は延長制度あり。補完・審判請求期限は正しい。
第52回 学科,5-1 契約,,著作権等に関して、最も不適切と考えられるものはどれか。,譲渡権は映画の著作物には適用されない。,公衆送信権のみを譲渡することはできない。,共同著作物の権利行使は全員の合意が必要。,翻案権が特掲されていなければ譲渡人に留保されたと推定される。,イ,著作権法61条2項。公衆送信権は譲渡可能。譲渡権は映画の著作物には適用されない（26条）。共同著作物の権利行使は全員合意が必要。
第52回 学科,4-1 ブランド保護,,実用新案登録出願に基づくパリ条約の優先期間として、最も適切と考えられるものはどれか。,6ヶ月,12ヶ月,18ヶ月,24ヶ月,イ,パリ条約4条C(1)。特許・実用新案の優先期間は12ヶ月。意匠・商標は6ヶ月。
第52回 学科,5-2 エンフォースメント,,補償金請求権に関して、最も不適切と考えられるものはどれか。,特許出願人は実施に対し補償金の支払を請求できる。,設定登録後でなければ行使できない。,信用回復措置を請求することができる。,警告をしない場合でも請求できる場合がある。,ウ,特許法104条の3。補償金請求権に信用回復措置は含まれない。設定登録後でなければ行使できず、警告は必須ではない。
第52回 学科,5-1 契約,,特許権譲渡契約に関して、最も適切と考えられるものはどれか。,契約不適合責任が生じることはない。,買主が義務を履行しない場合、売主が履行しなくても債務不履行になる。,標題が「特許権譲渡契約」以外なら有効ではない。,契約書に署名押印がない場合でも有効と認められる場合がある。,エ,民法555条以下。特許権譲渡は諾成契約でよく、契約書の署名押印や標題は有効要件ではない。契約不適合・債務不履行は生じ得る。
第52回 学科,4-1 ブランド保護,,商標法の審判等に関して、最も不適切と考えられるものはどれか。,何人も不正使用取消審判を請求できる。,何人も指定商品ごとに不使用取消審判を請求できる。,何人も公報発行から3ヶ月以内に登録異議申立てができる。,何人も使用権者による不正使用取消審判を請求できる。,ウ,商標法56条。登録異議申立ては公報発行日から2ヶ月以内（3ヶ月ではない）。不正使用取消は利害関係人のみ。不使用取消・無効は何人も。
第52回 学科,5-1 契約,,著作物の利用に関して、最も不適切と考えられるものはどれか。,許諾を得た利用権は著作権者の承諾なく譲渡できない。,編集著作物の利用には構成部分の著作権者の許諾も必要。,データベースの利用には構成部分の著作権者の許諾は不要。,共同著作物の利用許諾には全員の合意が必要。,ウ,著作権法61条、63条。編集著作物・共同著作物の利用には構成部分の許諾も必要。データベースの利用も構成著作物の許諾が必要な場合がある。
第52回 学科,5-2 エンフォースメント,,営業秘密に関して、最も適切と考えられるものはどれか。,秘密管理性・事業性・非公知性の3要件が必要。,秘密管理性・有用性・不正の目的でないことの3要件が必要。,秘密管理性・有用性・非公知性の3要件が必要。,秘密管理性・事業性・不正の目的でないことの3要件が必要。,ウ,不正競争防止法2条6項。営業秘密は秘密管理性・有用性・非公知性の3要件。不正の目的は侵害成立・救済の場面で問題となる。
第52回 学科,4-2 技術保護,,特許法の手続に関して、最も不適切と考えられるものはどれか。,特許査定後は特許料納付前でも分割できない。,特許査定から30日経過後でも特許料を納付できる場合がある。,4年目以後の特許料は6ヶ月以内なら倍額追納できる。,特許料未納により出願が却下される場合がある。,ア,特許法44条、64条等。特許査定後、特許料納付前でも分割出願は可能（64条1項2号等）。30日経過後の特許料納付は猶予制度による。
第52回 学科,4-3 コンテンツ保護,,著作権等に関して、最も適切と考えられるものはどれか。,貸与権とは原作品の貸与により公衆に提供する権利である。,著作権者が死亡し相続人がいない場合著作権は消滅する。,「公衆」には特定かつ多数の者は含まれない。,展示権は美術等の原作品を公に展示する権利である。,イ,著作権法26条の2、26条の3。相続人がいない場合の著作権は民法958条の3により国庫に帰属し消滅ではない。貸与権は複製物の貸与による提供。
第52回 学科,4-1 ブランド保護,,商標法の制度として、最も不適切と考えられるものはどれか。,地理的表示保護制度,コンセント制度,登録料の分割納付制度,出願分割制度,ア,商標法には地理的表示保護制度はない。地理的表示は農林水産省の制度。コンセント制度・分割納付・出願分割は商標法に存在する。
第52回 学科,5-2 エンフォースメント,,著作権等の侵害に関して、最も不適切と考えられるものはどれか。,侵害物品の輸入行為は侵害とみなされる。,損害賠償請求において故意過失を立証する必要はない。,実演家は名誉回復措置を請求することができる。,出版権者は侵害の停止又は予防を請求することができる。,イ,著作権法112条、117条。損害賠償請求では故意・過失の立証責任は原告（権利者）にある。侵害とみなされる輸入、実演家の名誉回復、出版権者の差止は規定通り。
第52回 学科,5-2 エンフォースメント,,弁理士の業務に関して、最も不適切と考えられるものはどれか。,特許料納付等の代理は弁理士以外も行える。,審決取消訴訟において単独で訴訟代理人となれる。,特定侵害訴訟代理業務付記弁理士は単独で訴訟代理人となれる。,新品種等の相談に弁理士の名称を用いて応じることができる。,ウ,弁理士法6条、8条の2。特定侵害訴訟代理業務付記弁理士は訴訟代理人として単独で就任できる。新品種の相談に弁理士名称を用いることは制限される。
第52回 学科,5-2 エンフォースメント,,著作権等に関して、最も適切と考えられるものはどれか。,映画の著作者とは製作に発意と責任を有する者をいう。,外国人が保護を受けるには30日以内に国内発行が必要。,実演家は侵害の停止を請求することができる。,著作隣接権は実演家の死後70年間存続する。,ウ,著作権法16条、29条、27条。映画の著作者は発意と責任を有する者。実演家は著作隣接権者であり、侵害の停止を請求できる。保護期間は実演の翌年起算70年。
第52回 学科,4-1 ブランド保護,,商標登録出願の願書に関して、最も不適切と考えられるものはどれか。,動き商標等は詳細な説明を記載する。,商標、指定商品・役務を記載する。,出願人の住所又居所を記載する。,商標の発案者の氏名を記載する。,エ,商標法5条2項。願書に記載すべきは商標・指定商品役務・出願人氏名等。発案者の氏名は不要。動き商標等は詳細な説明が必要。
第52回 学科,5-1 契約,,ライセンスに関して、最も不適切と考えられるものはどれか。,クロスライセンスにより自由度を高められる。,研究開発コストを低減できる。,係争を早期に解決できる。,広くライセンスすることで自社が市場を独占できる。,エ,ライセンスはクロスライセンス・コスト低減・係争解決に有効。広くライセンスすることは市場独占ではなく、むしろ標準化や収益分散につながる。
第52回 実技,4-2 技術保護,甲は発明Aについて特許出願P(R6.10.10)をした。調査結果：【事実1】乙が出願Q(R5.2.2)し公開された(発明A記載)。【事実2】甲は出願R(R6.4.4)をし登録された(発明B=A)。,特許出願Pについて、文献1（出願Qの公報）を引用して拒絶されない場合は「○」、拒絶される場合は「×」を選びなさい。,○,×,-,-,×,出願QはPより先願で、発明Aが記載され公開されている。特許法29条の2（拡大先願）により、PはQを引用して拒絶される。
第52回 実技,4-2 技術保護,甲は発明Aについて特許出願P(R6.10.10)をした。調査結果：【事実1】乙が出願Q(R5.2.2)し公開された(発明A記載)。【事実2】甲は出願R(R6.4.4)をし登録された(発明B=A)。,問1の判断理由として、最も適切なものを選びなさい。,拒絶理由には該当しない,新規性違反,拡大先願違反,先願違反,イ,先願の出願Qの公報に発明Aが記載されているため、Pは新規性を喪失する（特許法29条1項）。拡大先願の観点から新規性違反で拒絶。
第52回 実技,4-2 技術保護,甲は発明Aについて特許出願P(R6.10.10)をした。調査結果：【事実1】乙が出願Q(R5.2.2)し公開された(発明A記載)。【事実2】甲は出願R(R6.4.4)をし登録された(発明B=A)。,特許出願Pについて、文献2（出願Rの公報）を引用して拒絶されない場合は「○」、拒絶される場合は「×」を選びなさい。,○,×,-,-,×,出願Rは甲自身の出願で、Pより先に登録された発明B（＝A）が記載されている。特許法29条の2第1項の先願によりPはRを引用して拒絶される。
第52回 実技,4-2 技術保護,甲は発明Aについて特許出願P(R6.10.10)をした。調査結果：【事実1】乙が出願Q(R5.2.2)し公開された(発明A記載)。【事実2】甲は出願R(R6.4.4)をし登録された(発明B=A)。,問3の判断理由として、最も適切なものを選びなさい。,拒絶理由には該当しない,新規性違反,先願違反,-,ウ,同一出願人（甲）の先に出願されたRに発明Aと同一の内容が記載されているため、Pは先願の規定（特許法29条の2）により拒絶される。
第52回 実技,4-1 ブランド保護,X社は商品A(9類)について「TopScore」を販売。Y社は「トップスコア」役務B(42類)の商標権M(R7.8.1登録)を有し不使用。X社子会社W社は「TopScore」役務Bの商標権N(R7.7.10登録)を有する。発言1「指定役務Bとの類否の関係で、商品Aへの使用は問題ありません。」,発言1について、適切なら「○」、不適切なら「×」を選びなさい。,○,×,-,-,×,商品A（9類）と役務B（42類）は区分が異なっても、商標が類似し需要者が出所を混同するおそれがあれば類似。類否のみで使用が問題ないとはいえない。
第52回 実技,4-1 ブランド保護,X社は商品A(9類)について「TopScore」を販売。Y社は「トップスコア」役務B(42類)の商標権M(R7.8.1登録)を有し不使用。X社子会社W社は「TopScore」役務Bの商標権N(R7.7.10登録)を有する。発言1「指定役務Bとの類否の関係で、商品Aへの使用は問題ありません。」,問5の判断理由として最も適切なものを選びなさい。,区分が異なれば類似しない,商品と役務は類似しない,商品と役務でも類似する場合がある,-,ウ,商標法4条1項19号・類似の判断。商品と役務は、取引の実情上混同のおそれがあれば類似とされる。区分が異なっても類似し得る。
第52回 実技,4-1 ブランド保護,X社は商品A(9類)について「TopScore」を販売。Y社は「トップスコア」役務B(42類)の商標権M(R7.8.1登録)を有し不使用。X社子会社W社は「TopScore」役務Bの商標権N(R7.7.10登録)を有する。発言2「商標権Mに対し、不使用取消審判、異議申立て、無効審判のどの措置もとれません。」,発言2について、適切なら「○」、不適切なら「×」を選びなさい。,○,×,-,-,×,商標権Mに対し、無効審判（何人も請求可）や不使用取消審判（3年以上不使用なら何人も）等の措置をとることは可能。異議申立ては公報発行から2ヶ月。
第52回 実技,4-1 ブランド保護,X社は商品A(9類)について「TopScore」を販売。Y社は「トップスコア」役務B(42類)の商標権M(R7.8.1登録)を有し不使用。X社子会社W社は「TopScore」役務Bの商標権N(R7.7.10登録)を有する。発言2「商標権Mに対し、不使用取消審判、異議申立て、無効審判のどの措置もとれません。」,問7の判断理由として最も適切なものを選びなさい。,異議申立てができる,無効審判ができる,不使用取消審判ができる,どの措置もできない,イ,無効審判は何人も請求できる（商標法47条）。不使用取消は3年以上不使用の場合。発言2は「どの措置もとれない」と誤っている。
第52回 実技,5-1 契約,映画Aは、丙の漫画Bを許諾を得て映画化したもの。監督は乙。発言1「丙には映画化の許諾を得ているので、市販DVD化・配信にあたり改めて丙の許諾を得る必要はありません。」,発言1について、適切なら「○」、不適切なら「×」を選びなさい。,○,×,-,-,×,映画化の許諾は複製・翻案等の許諾であり、DVD化・配信は頒布権・送信可能化権等別の利用に当たる。原著作物の著作者である丙の許諾が別途必要。
第52回 実技,5-1 契約,映画Aは、丙の漫画Bを許諾を得て映画化したもの。監督は乙。発言1「丙には映画化の許諾を得ているので、市販DVD化・配信にあたり改めて丙の許諾を得る必要はありません。」,問9の判断理由として最も適切なものを選びなさい。,丙の権利はX社に帰属している,丙は原著作物の著作者である,丙は映画Aの著作者である,-,イ,丙は原著作物（漫画B）の著作者であり、二次的著作物である映画Aの著作者ではない。ただし頒布・送信可能化等には丙の許諾が別途必要。
